            X               Y   Area
      8.50100         13.9270    R3
     0.503400         1.44750    R1
     -4.95130         4.24720    R2
     -9.85840        -12.0359    R3
     -9.40810        -8.64820    R2
     0.758800        -13.7512    R3
      3.49930         11.0833    R3
      1.08020        -9.43760    R2
     -1.52010        -1.01620    R1
      12.2077        -7.57080    R3
      9.87760        -8.43280    R2
      11.1228         9.58250    R3
      9.43570         4.90590    R2
      12.7084        -7.78040    R3
     -6.22980        -10.2441    R3
      2.18940        -8.97500    R2
      9.03000        -10.2853    R3
     -9.72370         8.19640    R2
     -12.8184        -12.3446    R3
    -0.457500         10.8969    R3
      3.72000         11.4973    R3
      11.5016        -11.8761    R3
     -7.12150        -7.99690    R2
     -3.12090        -6.71960    R2
     -2.93820        -2.19690    R2
     -9.39800        -5.65510    R2
      7.57470         6.70140    R2
     -9.25070        -10.9839    R3
      3.17940       -0.799700    R2
      13.3272         8.72460    R3
      10.6876         7.24320    R3
     -11.1526         7.21110    R3
      3.75080         1.68470    R2
     -3.54830         8.64150    R2
      9.37180        -5.26140    R2
     -10.8816        -1.46950    R3
     -7.99460        -11.9702    R3
      12.7590        -3.18570    R3
      11.2755        -6.88580    R3
      13.3655        -5.93760    R3
     -4.42980       -9.680000E-02R2
      9.43870         9.26800    R2
      6.64790        -7.84410    R2
     -6.89680        -2.42830    R2
     -11.0333         7.06790    R3
      2.32650         8.05630    R2
      11.2359         12.9042    R3
     0.952800        -9.38790    R2
      5.45960        -5.04480    R2
    -3.280000E-02     1.53640    R1
      2.70960        -10.1733    R3
     -5.40890        -12.1447    R3
      1.72170        -5.24550    R2
      1.29610         2.91480    R2
      9.49860        -13.1565    R3
      6.60380        -7.71530    R2
      6.57870         11.9083    R3
      2.43830         5.61810    R2
      7.96480         10.4775    R3
      2.10570         5.40380    R2
      5.22610         6.50550    R2
     -12.5105        -7.48040    R3
     0.201700        -11.2399    R3
      5.01060        -1.10240    R2
     0.592600         5.64880    R2
     -9.52110        -13.2607    R3
     -5.57460        -1.36840    R2
     -9.34190         1.48380    R2
     -1.70420        -12.9828    R3
      9.96730         1.33520    R2
      6.35910         8.47860    R2
     -6.26120        -5.14840    R2
      7.93480         7.85160    R2
      9.03000         1.61060    R2
     -5.44360         3.52620    R2
      2.77290         8.48830    R2
      7.15550         11.0646    R3
      6.64880        -12.7081    R3
     -4.01530        -12.4170    R3
     -1.39810         9.62760    R2
      4.26820        -11.9639    R3
      13.1135        -13.7127    R3
     0.131500        -8.52250    R2
     0.509900        -7.12220    R2
      13.8022        -2.73710    R3
      6.04880         1.86520    R2
     -11.3560         3.76830    R3
      7.21400        -11.5389    R3
     -8.42650         4.46850    R2
     -13.8524        -10.4918    R3
      5.11110        -3.33870    R2
      2.89990         10.5581    R3
      6.51970        -12.7782    R3
      3.47400        -9.32210    R2
     -5.16050        -7.52410    R2
      10.2980        -10.8280    R3
     7.790000E-02     7.46070    R2
      3.16720        0.302600    R2
      4.79430        -12.1466    R3
      10.4164        -5.92190    R3
     -12.1168         9.55210    R3
     -6.22480       -0.851900    R2
     -11.7038         1.82900    R3
     -7.32660        -12.4753    R3
      11.7060        -12.0897    R3
     -7.68890         7.44120    R2
     0.993100         9.34290    R2
      2.46190         2.24120    R2
    -0.592300         11.0059    R3
      5.22310         12.7772    R3
      7.46930        -12.0386    R3
     -10.8684        -9.91610    R3
      10.3454         10.5146    R3
     -2.56420        -12.5748    R3
      13.9044        -10.3766    R3
      4.28910         9.14690    R2
     -13.0169        -9.54950    R3
      12.8804        0.783700    R3
     -7.11010        -2.37720    R2
      13.8772         8.99410    R3
      11.6181        -6.72140    R3
      6.92960         12.9596    R3
     -13.9383         2.61730    R3
      12.2310        -12.4803    R3
      1.16760         12.9278    R3
     -8.90710         5.44610    R2
     -13.5989        -8.39840    R3
     0.125600         4.02110    R2
     -7.41320         10.5753    R3
     -2.83960         12.0886    R3
      12.0591         8.30230    R3
      12.6355         8.03140    R3
     -13.7262         7.73640    R3
      8.93680         4.13780    R2
     -7.88630         5.69900    R2
     -2.32640         11.1780    R3
      8.53990         1.34300    R2
      13.5944       -0.461100    R3
     -10.9394         1.48560    R3
      13.7705         9.38170    R3
      3.75410        -10.3853    R3
     -2.78620        -8.78360    R2
     0.510200        -8.87760    R2
     -12.3493         2.52520    R3
      3.20120         1.68440    R2
      13.7196        -1.65940    R3
     0.671500         8.93300    R2
      4.33710         3.74120    R2
      7.56260         10.8100    R3
     -3.98220        -10.5748    R3
     -6.38850        -5.92470    R2
      6.12840        -10.9896    R3
     -1.34880         11.8095    R3
     -6.58470        -10.6634    R3
     -1.54260         3.52160    R2
      3.93360         13.8965    R3
     -8.49200         12.7710    R3
     0.154100        -9.60470    R2
     0.386800        -13.7590    R3
     -8.09330         8.50400    R2
      7.83030         3.02820    R2
      10.8184        -13.6943    R3
      5.76110         5.44090    R2
      7.88610        -6.03710    R2
      11.8120        -6.78230    R3
      11.6750         4.37930    R3
      12.2919         12.3409    R3
      3.75720         1.93080    R2
     -12.8558        -7.77780    R3
      8.18410         6.79290    R2
      4.91660        0.194200    R2
     -8.15770         9.86150    R2
      2.38940        -7.35560    R2
     0.246000         5.43180    R2
      5.32880         4.67130    R2
      12.2430         13.1805    R3
      6.95130         9.04040    R2
     -7.38090        -3.45240    R2
     -9.98610         10.5318    R3
      9.60050        -5.13730    R2
      4.78490        -6.50910    R2
      7.35150       -0.117000    R2
      11.3288       -0.883700    R3
     -12.8094        -5.06060    R3
      5.63800         3.45540    R2
      1.39230        -13.0602    R3
      4.89990         2.90240    R2
      9.98260        1.000000E-04R2
     -6.23350        0.756800    R2
     -6.37810        -4.18130    R2
     -3.52650        -6.06060    R2
     -10.1742        -1.29670    R3
      6.77400         7.18850    R2
     -9.30010         6.26470    R2
      11.9633         10.4523    R3
     -10.0150         9.72400    R3
     -9.37790        -8.27220    R2
     -12.4818         5.84030    R3
     0.977100         9.08250    R2
      5.99220         13.2097    R3
      10.7875         3.60080    R3
     -5.21360         9.25680    R2
      13.7182         4.93810    R3
      6.80520         9.37080    R2
     -13.9061        -6.43310    R3
      4.43370        0.255300    R2
     -12.6258         12.2556    R3
     -4.19190         13.2039    R3
      2.46740         2.50770    R2
     -3.63150         8.23230    R2
     -6.98980        -12.7211    R3
     -3.89060        -13.7827    R3
     -4.16660        -4.22440    R2
      13.2010         11.6119    R3
      1.95930         7.54590    R2
     -9.16100         3.06820    R2
     -9.94870         9.21110    R2
     -7.73570        -5.94880    R2
     -13.5889         9.33660    R3
      13.8460         13.7112    R3
      5.96980        -5.72160    R2
     -2.39760         13.8387    R3
     -11.4696        -2.02720    R3
      1.49670        -5.21670    R2
     -4.26510         10.6651    R3
     -3.85990         6.19710    R2
      12.3168        -1.80580    R3
     -12.6235        -7.81370    R3
    -0.914500        -2.36110    R2
    -0.811100         11.2027    R3
     -4.84420        -9.68030    R2
     -11.8423        -11.4947    R3
     -11.8735        -1.50470    R3
     -3.45390         7.56070    R2
     -6.16040         4.50910    R2
     9.700000E-02     4.29410    R2
      5.76020        -11.5147    R3
      6.00600         6.77050    R2
     -11.9227         10.9327    R3
      10.6430        -5.69520    R3
     -4.35280        0.872800    R2
      1.55630        -3.66400    R2
      10.5779        -8.74210    R3
      5.15730        -13.6589    R3
      12.2277         4.01880    R3
     -1.23300         12.9405    R3
    -0.109500        -9.93820    R2
     -13.3589         8.00690    R3
     -8.21400        -8.84390    R2
      7.03330        -3.15220    R2
     -12.9457         12.8876    R3
      5.23320        -6.27680    R2
     0.141900        -6.93140    R2
      12.4503        -9.69440    R3
     -9.40490        -7.56220    R2
      12.5437        -6.65760    R3
      5.17290        -5.81830    R2
     -11.0760         12.6849    R3
      8.76820         5.72390    R2
     -12.7566        -12.3848    R3
     -10.8998         4.26220    R3
      6.73390         6.78320    R2
     -2.74650        -13.3648    R3
     -2.90590         1.25420    R2
     -6.77800        -11.5754    R3
      5.71460         7.09930    R2
     -12.8573        -9.27070    R3
     -5.70150        -6.10840    R2
      1.13350       -8.450000E-02R1
      9.21300         9.80280    R2
     -9.87030         2.18490    R2
      3.72850        -4.93710    R2
      7.32140         6.03050    R2
     -4.74720        -2.08110    R2
     -1.58080        -4.25080    R2
      9.79990         7.47700    R2
     -4.85660         9.82030    R2
      6.70950        -13.5721    R3
     -3.53030         11.1366    R3
     -5.10420         4.17840    R2
     -1.23800        -7.36330    R2
     -3.30210        -10.0900    R3
      8.70050        -5.49520    R2
      13.6797        -6.43970    R3
     -7.53340        -9.01740    R2
      5.13760        -2.88970    R2
     -10.4488        -11.6653    R3
     -1.94050         3.43340    R2
     -7.79420         12.8702    R3
      10.4319         5.00120    R3
     -10.2435        -13.3294    R3
      2.26670        -9.60470    R2
      10.0739         11.0718    R3
      13.4816        -10.5991    R3
     -11.0014         6.62900    R3
      3.29210         5.01700    R2
     -12.1679         10.1213    R3
     -12.6891         11.3430    R3
      12.6014         9.24430    R3
      3.58990         5.30240    R2
      5.20090         6.51700    R2
     -3.94670         7.61780    R2
      4.58120        -4.38500    R2
      6.95640         8.31770    R2
      1.04230        -8.13920    R2
     0.946500        -5.03530    R2
     -3.44630         3.43150    R2
      6.92620         2.35190    R2
      9.65190        -4.98410    R2
      13.2466        -2.21210    R3
      9.36320        -11.3043    R3
     -1.87080         11.1143    R3
     -10.1460         11.7957    R3
      8.60250         7.63120    R2
      9.14480         13.6672    R3
     -10.2881        -10.7786    R3
      12.6393        -8.98330    R3
     -6.82990         10.9489    R3
      4.85820         7.01200    R2
     -8.45800         11.7462    R3
     -8.35540        -4.45510    R2
      5.28670        0.725300    R2
      1.92280        -12.9340    R3
      4.26370         12.0912    R3
     -3.61980         13.8183    R3
     -7.32950        -6.69030    R2
      5.25470        0.670800    R2
     -13.3938         2.28780    R3
     -6.32900         10.5401    R3
     -11.4046         13.4600    R3
     -12.4081        -2.77480    R3
      3.71590         13.7982    R3
     -4.29410        -3.73950    R2
      6.17480        -1.13180    R2
     -8.41310        -5.39640    R2
      11.3784         3.43580    R3
     -3.63430        -2.17790    R2
     -10.2513         3.57840    R3
     -1.45180         6.61960    R2
     -7.36910         11.6791    R3
     -13.7997         3.47700    R3
      3.31350        -4.31730    R2
     -5.22300        0.537700    R2
      11.8250       -0.992300    R3
     -6.15660         9.89140    R2
      4.99910         13.0383    R3
     -4.34630         10.6506    R3
     -2.84830        -8.06840    R2
     -7.52450        -12.9164    R3
      1.42670         12.6675    R3
      6.49840        -2.07140    R2
     -10.7684        -9.23540    R3
      7.07390        -12.6767    R3
      4.92270         9.34480    R2
     -5.63760         5.08160    R2
      10.9795       -0.976200    R3
     -7.25310         11.3437    R3
      2.02210         12.3792    R3
      13.4506        -1.81700    R3
     -13.6560         13.2410    R3
     -12.5701         9.09200    R3
      3.73920        -8.34910    R2
      12.5112         11.4248    R3
      9.85690        -3.14990    R2
      1.49060         9.20520    R2
      11.4326        -11.8660    R3
     -13.6107         12.5136    R3
     -12.0415         9.61350    R3
     -10.1174        -9.39750    R3
     -4.05450       -4.810000E-02R2
      4.33120        0.820500    R2
     -10.2775         8.67310    R3
      11.6858         13.8901    R3
      4.91840        -8.36320    R2
     -4.82950        -11.2650    R3
      6.08590        -12.6364    R3
     -10.4461        -4.91420    R3
     -11.6869         4.17500    R3
     -12.4131         1.66200    R3
      5.06730         2.59140    R2
      2.67890         1.24390    R2
     -8.25900         2.10190    R2
      4.44280        -5.17100    R2
      13.1316       -0.237400    R3
     -6.86440        -3.85140    R2
     -3.45950         1.22180    R2
     -7.77660        -12.8733    R3
      1.03840         4.32620    R2
      13.1469         7.21810    R3
      7.05260        -9.52860    R2
     -8.81790        -5.54560    R2
     -3.12650         5.98520    R2
    -0.919100         2.63360    R2
     -8.94000        -10.5856    R3
     -5.19090         3.23360    R2
      13.3816       -0.838000    R3
      7.06080         12.7139    R3
    -0.773500        -7.71420    R2
     -12.2840        -2.25770    R3
     -10.1618         7.15400    R3
      8.40450        -6.40110    R2
     -1.29840        -2.67130    R2
      11.0002        -1.04190    R3
      11.9121        -9.35720    R3
      5.54260         6.70160    R2
    -0.968300        -8.80500    R2
      13.6664        -8.88060    R3
      6.29800        -1.71150    R2
      7.43980         3.65190    R2
      13.2843        -13.3770    R3
      13.5818         1.06380    R3
      9.07430         12.7802    R3
      9.94820        -2.95490    R2
     -6.51510         8.48140    R2
     0.726700         11.7676    R3
      10.4567        -6.16230    R3
     -8.21670         3.82300    R2
     -5.07420        -3.04070    R2
     -3.52250         6.92110    R2
    -0.600600        -13.9015    R3
     -3.46520         4.99300    R2
     -8.88100         3.54600    R2
      4.32500         12.8810    R3
    -0.318700        -10.3671    R3
     -10.0205        0.507900    R3
      8.64070         2.96340    R2
     -10.0917         3.39940    R3
     -6.28710        -2.40570    R2
      3.20100        -4.21890    R2
      3.00460         2.74930    R2
      7.07780        -2.80590    R2
     -1.40100        -2.58600    R2
     -8.74210         3.49030    R2
      8.74500        -2.15520    R2
     -12.9801        -4.62070    R3
      1.86070        5.410000E-02R1
      7.02130        -13.2311    R3
     -6.02210        -13.4589    R3
      6.56370        -6.10070    R2
     -3.11270        -12.9000    R3
      7.66670         11.4747    R3
      1.39460       -0.379900    R1
      4.08560         9.98890    R2
      6.56080        -1.19230    R2
      10.9962         1.89450    R3
     -6.34310         2.44360    R2
     -8.94360         5.31160    R2
     -3.71290        -7.07650    R2
     -5.06140        -5.86860    R2
     0.887300         10.7981    R3
     -1.19680         13.2131    R3
     0.366700       -0.754100    R1
     -4.06460         5.05680    R2
     -1.00870         13.4543    R3
     0.865600         6.40250    R2
     -6.14540         3.86420    R2
     -6.47590        -4.27550    R2
     -5.77840         11.2053    R3
      11.2076         7.59760    R3
     -11.9177        -4.18290    R3
     -1.37100        -10.2036    R3
      8.88260         1.79190    R2
     -5.45100         10.7070    R3
     -8.85650        -5.50170    R2
     -1.25230         1.39910    R1
     -7.68300        -10.3922    R3
     -9.29410        -4.26720    R2
     -6.04400         3.58930    R2
     -3.41970         13.5075    R3
     -13.8441         1.86800    R3
     -4.62240        -12.5434    R3
      6.87100         7.49820    R2
      8.53320        -9.09980    R2
     -10.6213        -3.15900    R3
      8.35730         12.3795    R3
     -6.61050         13.2360    R3
      5.78600        -3.97640    R2
     -7.27900         3.33380    R2
     -11.1421        0.301400    R3
      8.03650         7.44050    R2
     -10.8826         10.6405    R3
     -8.60610        -10.3748    R3
     -1.91610        -7.65880    R2
     -6.85020        -3.86330    R2
     -10.5668        -2.44980    R3
      9.63660         1.17950    R2
      13.6481         1.56080    R3
      7.02320        -13.8588    R3
      5.50770         13.4852    R3
    -7.200000E-03    -1.81950    R1
      2.84160         10.6245    R3
      12.9252        0.397700    R3
      1.11490        -2.09270    R1
     -11.1049         5.95610    R3
      11.9131         1.29940    R3
      5.38080         11.6391    R3
     -3.82590        -6.12450    R2
     -10.9797         7.52390    R3
      5.05100        -7.20390    R2
     -11.0177         6.13880    R3
      1.62970        -8.06500    R2
     -11.6695        -10.3846    R3
     -9.55290        -13.5344    R3
      9.49310        -13.2185    R3
     -4.47540         1.76290    R2
     -6.54270         7.21940    R2
      3.34550         8.62200    R2
     0.619400         13.4028    R3
      9.86200        -10.2934    R3
      12.0187        -13.7888    R3
     -7.74540        -3.57480    R2
      5.58690        -5.43690    R2
      8.03940         8.93840    R2
      7.26400        -2.10160    R2
      10.7521        -3.55280    R3
     -7.50260         7.90350    R2
      10.1588        -6.17930    R3
      7.63260         2.25670    R2
     -8.33630        -7.71660    R2
      10.7284        -5.35990    R3
      13.3308         13.8627    R3
      9.44110         6.00390    R2
      11.9865         4.97550    R3
     -7.70620        -7.49940    R2
     -3.21110         8.74880    R2
     -5.55590        -8.70610    R2
      1.41010        -1.80130    R1
      9.19770       -0.640700    R2
     -8.74890        -13.3714    R3
      3.66700        -5.97860    R2
     -5.51750        -6.54220    R2
     -11.0106        0.169900    R3
     -10.5892         12.1255    R3
      6.95190        -12.2268    R3
      6.21860        -11.3177    R3
     -12.0697        -6.44850    R3
      5.59920        -3.07100    R2
     -6.67050        -2.83450    R2
      9.40270         13.1104    R3
      10.2466         8.02170    R3
     -9.86150         11.7743    R3
     -12.2956         6.36180    R3
     -13.8568         7.72520    R3
     -4.48790        -4.96800    R2
     -9.39450         1.75600    R2
     -3.27720        -8.87150    R2
      3.18470         9.58600    R2
     -12.5243        -1.01680    R3
      9.56320       -0.829900    R2
      4.31320        -1.78650    R2
      11.8432        -3.46230    R3
     -12.2109        -2.07780    R3
      3.43160         2.48900    R2
      3.27020         2.27000    R2
     -2.84300        -3.71010    R2
     -13.9107         13.3235    R3
     -4.75870        -8.75720    R2
     -1.71650         6.81430    R2
      11.4706        0.331900    R3
     -10.1037        -1.89370    R3
      10.6008        -4.31900    R3
     -6.17470         13.1948    R3
      2.58400         12.4763    R3
     -11.1498         13.6407    R3
      2.34900        -1.44860    R2
      12.0464         5.16830    R3
     -2.67260        -2.37490    R2
      2.55060        -5.86470    R2
     -3.40430         12.9598    R3
      13.3811         12.9762    R3
     -13.0610         8.35600    R3
      3.03700         13.3745    R3
      7.88680       -0.805500    R2
     -12.2297         4.72820    R3
      12.9608         4.49670    R3
      6.03100        -12.3260    R3
     -6.65300        0.713100    R2
     -6.52050        -3.33400    R2
     -10.1120        -8.24970    R3
      12.6409         7.84560    R3
     -10.0259         5.40590    R3
      12.8995         9.06760    R3
      9.97860        -1.25910    R2
     0.257600         6.67360    R2
      5.08880        -9.36840    R2
     -3.43660         3.00770    R2
      8.24750         1.78510    R2
     -7.25850        -1.46460    R2
     -10.7739         11.6402    R3
      1.15180        -7.60200    R2
      11.4555         6.87650    R3
      3.10560         9.91990    R2
     -4.08510        -4.80030    R2
     0.338400        -9.47000    R2
      5.93980         12.6341    R3
      9.63730         8.80400    R2
      9.29320         10.8202    R3
     0.453700        -13.4764    R3
      1.75060         12.3429    R3
      9.25450        -11.5748    R3
      1.42910        -13.5093    R3
     -9.27960        -8.40330    R2
     -11.9682         2.23930    R3
     0.310900         7.62170    R2
      9.62990         3.79660    R2
     -8.00970         3.92560    R2
      7.89080         1.81030    R2
     -11.5488        -3.52710    R3
     -3.70150        -5.64560    R2
      12.3516        -2.92420    R3
     -10.1174         6.58100    R3
     0.557800         7.07390    R2
      12.4190         7.53230    R3
      5.14670        -11.0778    R3
      13.8337         11.3023    R3
      12.9755         7.07690    R3
      8.22300         3.87040    R2
     -3.48090        -13.2301    R3
     -11.8177         5.36990    R3
     -8.97500        -1.76640    R2
    -0.839600        -2.82200    R2
     -4.49630        -9.12630    R2
      6.14950         12.1807    R3
    -0.447000         13.3677    R3
      1.05510        -8.68220    R2
     -4.17720        -2.69980    R2
     -5.89290         9.66840    R2
      13.5498        -12.7823    R3
     -11.2523        -2.29280    R3
      3.51730         1.98700    R2
     -3.26410        -1.75900    R2
      8.56080         2.22200    R2
     -10.5040       -0.886600    R3
     -4.81000         11.9111    R3
      13.4089         4.10810    R3
      10.0116         11.9990    R3
     -9.83200        -1.89100    R2
      11.4492         8.99160    R3
     -11.7147        -13.6105    R3
     -4.61980         13.7964    R3
     -6.06060         4.88300    R2
     -3.73560         13.6170    R3
      9.93710         12.6127    R3
      1.75730        -8.41370    R2
     -10.8428        -2.68320    R3
     -8.64590        -12.9538    R3
      3.54480         12.6629    R3
     -6.46820         11.1029    R3
      9.63590        -11.4173    R3
      4.63540         7.27880    R2
      3.89100         11.9276    R3
      11.6841         3.41060    R3
     -12.1323         9.40620    R3
      5.44180        -10.4871    R3
      13.5763        -1.05800    R3
      2.85200        0.644800    R2
      1.82060         5.80080    R2
      10.1715         11.6208    R3
     -1.05620        -3.36620    R2
      7.91110         10.9452    R3
      9.05130        0.482100    R2
     -7.88590         10.6632    R3
      10.6668         2.14980    R3
     -13.4101         7.32170    R3
      3.89150        -7.01950    R2
     -1.39910         8.83520    R2
      2.72200         12.7854    R3
     -13.7859        -8.82770    R3
    -0.627300        -5.50790    R2
      8.57640        -8.08960    R2
     -3.27840         5.21700    R2
     -10.2664         4.87570    R3
      8.51160        -8.19830    R2
     -12.3074         8.05930    R3
     -12.1930         5.71610    R3
      10.9410        -13.4583    R3
      4.12820        -10.6965    R3
     0.101400        -9.48800    R2
     -9.26820         7.39170    R2
     -9.36470         8.85990    R2
     -8.70220        -10.3286    R3
     -4.50940        -9.67680    R2
      2.09910        -4.99620    R2
      10.1516         7.40470    R3
      12.2463         12.7016    R3
     -9.81090         3.85890    R2
     -3.67750         12.0919    R3
     -2.50660         9.81490    R2
      1.86480        -10.8330    R3
      12.3871        -8.48930    R3
      3.01680        -1.38090    R2
     -9.91950        -7.66250    R2
      9.62630         9.19120    R2
      9.03300        -8.03580    R2
     -3.49500        -6.30260    R2
    -0.844600        -5.54270    R2
     -4.99350        -2.89410    R2
     -11.0325         13.4255    R3
     -10.5971        -6.44510    R3
     -6.97430        -10.2225    R3
      1.36000         10.5908    R3
      5.52660       -0.560000    R2
     -9.06120        -12.4966    R3
     -5.10140        -2.40290    R2
      7.86420         13.5469    R3
     -7.68990        -6.47300    R2
     -11.5723        -7.65960    R3
      5.70330        -1.02000    R2
     -2.55100        -11.2887    R3
      10.2497        -4.69190    R3
     -7.80210         10.1777    R3
      11.0226        -4.53860    R3
     -3.99910       -0.264200    R2
      10.6450        -2.13280    R3
     -11.2118        -9.40680    R3
     -9.08880         12.3896    R3
    -0.211400        -10.4688    R3
      11.0966         3.87520    R3
     -12.9510        -8.11090    R3
     -10.8770         10.8239    R3
     -2.51450        -4.60850    R2
     0.108200        -1.78010    R1
      12.3537         3.44220    R3
     -5.57790         11.7056    R3
      3.43020        -13.3579    R3
      6.34090         7.50840    R2
     -8.93340        -3.64580    R2
     -13.1647        -11.1686    R3
     -8.29260        -6.66880    R2
     -11.8350        -5.84780    R3
     -3.85360        -11.9247    R3
      8.11880         13.5852    R3
      8.76870         1.68390    R2
      8.64590         9.31770    R2
     0.689900        -6.82550    R2
      4.66150         11.0603    R3
    -0.342600         2.86190    R2
      10.4944        -6.43880    R3
     -9.81870         10.6639    R3
     -11.8107         4.70130    R3
      9.88580        -13.2121    R3
     -5.14430         9.17410    R2
      1.94780        7.600000E-03R1
      4.44600        0.267100    R2
      13.3214        -5.46430    R3
     -11.7018         7.69740    R3
     -3.11690         11.7269    R3
     -11.6802        -9.06700    R3
      7.72780         12.4410    R3
     -7.48250        0.744000    R2
     -2.89630        -2.32640    R2
     -12.2890        -3.03420    R3
     -7.70760        7.410000E-02R2
      3.19720         12.9552    R3
     -13.5134        -1.68780    R3
      1.79810         10.4457    R3
      2.26690         11.1786    R3
     -7.47390         7.74610    R2
     -3.95370         5.72510    R2
      3.96010       -0.575500    R2
     -1.90140        -4.60840    R2
      8.46690        -12.7408    R3
      6.46170         11.8040    R3
      2.50950        -11.1541    R3
      11.8659        -5.17360    R3
     -8.93370        -10.8363    R3
     -13.3131         12.3914    R3
     0.375800        -13.5795    R3
     -10.8242         1.49730    R3
     -1.57650         6.67400    R2
     -10.7057         1.07990    R3
      1.87680        -3.84850    R2
     -6.48900        -2.07120    R2
     -6.91010        -9.08480    R2
     -10.0534         6.36400    R3
     -8.07020         7.30760    R2
     -7.88570         2.04560    R2
      10.5008         4.91810    R3
      8.37700       -0.349700    R2
     -11.6363         11.4160    R3
     -8.84020        -9.83480    R2
      6.45390         4.51530    R2
     -7.82880        -11.4779    R3
     -2.25750        -2.89680    R2
      6.56490        -11.4274    R3
      3.89360         4.98360    R2
     -10.4744        -12.3114    R3
    -9.910000E-02    -5.14120    R2
     -11.8376        -11.8414    R3
     -8.18090        -8.35940    R2
     -6.30220         1.42920    R2
      5.91340        -13.5762    R3
      6.66730         5.78920    R2
      1.53220         10.1191    R3
      1.18550        -9.09750    R2
     -4.97100        -1.50860    R2
    -0.453400        0.471100    R1
     -4.40510         3.59280    R2
      12.6943         2.83730    R3
     -5.74710         11.2576    R3
      7.95120        -1.07040    R2
     -9.54080         1.76980    R2
      5.80850        -11.9130    R3
     -9.81610         10.9651    R3
      10.6940        -1.90230    R3
      7.34070        -6.94350    R2
     -4.82540        -13.2007    R3
     -13.7602        -12.1628    R3
      3.53350        -5.27730    R2
      10.5301        -12.2538    R3
      8.49400         5.38420    R2
     -6.66000         4.16100    R2
      10.6018        -11.0443    R3
      10.4872         8.00970    R3
      13.5811         1.31200    R3
     -11.0874         10.4354    R3
     -7.76840        -1.27670    R2
     -2.99740        -9.15200    R2
      12.5165         4.62820    R3
      8.67490         10.8400    R3
      10.6769        -13.2374    R3
     -6.32450        -12.8435    R3
      12.9308        -9.79070    R3
      11.7080         9.80470    R3
     -9.14500         9.38360    R2
      5.95850        1.450000E-02R2
      9.64580         7.82430    R2
     -8.10910         6.38110    R2
     -1.63770         1.96860    R2
     -1.31140        -5.87790    R2
      1.75840         6.41930    R2
     -7.47910        -5.00570    R2
      11.0895        0.735100    R3
     -9.51790        -6.02220    R2
      7.67490        -13.6963    R3
     -9.96730        -13.7232    R3
     -1.21270         13.8413    R3
      11.8078        -8.63490    R3
      8.25590         13.9248    R3
     -3.69960        -9.66690    R2
     -12.0317         13.6779    R3
     -4.44500         11.1170    R3
      1.15660         11.2013    R3
      12.0061         13.9734    R3
      11.2291        0.281400    R3
     -6.83430        -13.1438    R3
     -5.31710         13.5505    R3
     -3.87800        -1.36730    R2
     -7.25220         13.6953    R3
      2.69240         8.01070    R2
      11.8396         3.24750    R3
     -8.14810        -1.66500    R2
     -8.22410         4.70270    R2
      9.84800        -3.65030    R2
      6.52810         11.0721    R3
    -0.634900        -7.43600    R2
     -4.80020         1.81840    R2
      6.78050        -5.75130    R2
      12.7496         1.86070    R3
      4.64890         11.4432    R3
      13.2080        -7.04200    R3
     -3.45010         7.98440    R2
      4.38770        -5.12100    R2
     -8.24650         3.00420    R2
     -8.81960        0.269300    R2
      3.30790        -5.60590    R2
     -12.4146        -2.68790    R3
     -5.06800        -10.8553    R3
    -0.769700        -1.44730    R1
     -11.7821        -8.22870    R3
      9.85010        -4.34970    R2
     -11.5360         12.9861    R3
    -0.136500         1.60250    R1
      7.94500         1.01100    R2
     -2.74380        -7.74970    R2
     -2.19060         7.12900    R2
     -11.3672         2.97910    R3
     -12.2437         3.13570    R3
     -3.38620       -0.783200    R2
      5.89110         11.5422    R3
     -13.1256         12.2250    R3
     -5.09850         7.77910    R2
     0.301000         8.98150    R2
      12.7331        -3.15800    R3
     -10.5650        -9.95110    R3
     -9.52430        -7.50450    R2
      4.35530        -1.89250    R2
      5.64820        -13.9770    R3
      10.5898         12.8469    R3
     -5.29470         4.00420    R2
      11.6554        -3.61970    R3
     -9.53040        -5.53700    R2
      1.67960         3.84550    R2
      7.05870        -3.60630    R2
     -5.56880        -6.26720    R2
      6.72530         5.02510    R2
      1.08440         9.35990    R2
     -10.2250       -0.390900    R3
      3.37280         6.77630    R2
      2.17380        -4.30400    R2
      9.91220        -11.5482    R3
      3.66510        0.528700    R2
     -10.8052        -9.17090    R3
      5.05100        -11.9296    R3
      4.33630        -6.41220    R2
     -7.08270        -9.48570    R2
      8.34340        -10.8235    R3
     -13.1697         6.44730    R3
     0.680400         3.84540    R2
     -7.03530        -10.2230    R3
      8.92170         4.48720    R2
      3.35260         2.21780    R2
     -13.4476         7.67700    R3
      8.96460        -9.96120    R2
     -2.87290        -13.7443    R3
      10.6427         9.93080    R3
      4.95700         7.88080    R2
      3.45190        -12.4432    R3
      11.0059         2.97340    R3
     0.153700       -0.115300    R1
     -5.53770        -7.38600    R2
      8.40090        -11.8673    R3
     -5.16150        -11.7008    R3
     -8.62120         1.90360    R2
     -10.4919         13.9174    R3
     -4.51020        -7.25740    R2
      12.5283         4.90500    R3
      9.80270         9.99480    R2
     -4.80560         4.20050    R2
    -0.294600        -9.77370    R2
      13.5759         8.17110    R3
     -3.10700         13.2928    R3
